enzyme_key,enzyme_name,enzyme_family,stage_assigned,target_class,critical_transition_score,criticality_score_formula,ml_anchor_probability,anchor_score,known_target_label,high_confidence_known_target_label,high_confidence_target_basis,herbicide_target_match,herbicide_target_family,herbicide_site_of_action,herbicide_target_score,known_inhibitor_classes,wssa_group,resistance_risks,pathway_essentiality_score,kinetic_evidence_score,structure_score,crop_selectivity_margin,natural_inhibitor_evidence_score,uncertainty_penalty,trajectory_curvature_max,trajectory_critical_t,source_evidence,evidence_class
10-O-deacetylbaccatin III 10-O-acetyltransferase,10-O-deacetylbaccatin III 10-O-acetyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,1,core_transition_anchor_plus_atlas_match,1,Oxidative stress enzymes,SOD/CAT/POD/peroxidase antioxidant stress response,0.55,redox_active_phytochemicals;photosensitizers;quinone_like,stress_response_modifier,antioxidant_upregulation;metabolic_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
malonyl-CoA:anthocyanidin 5-O-glucoside-6''-O-malonyltransferase,malonyl-CoA:anthocyanidin 5-O-glucoside-6''-O-malonyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
malonyl-CoA: anthocyanidin 5-O-glucoside-600-O-malonyltransferase,malonyl-CoA: anthocyanidin 5-O-glucoside-600-O-malonyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Borneol acetyltransferase 1,Borneol acetyltransferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Lavandula angustifolia acyltransferase 1,Lavandula angustifolia acyltransferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Dianthus caryophyllus anthranilate-N-hydroxycinnamoyl/benzoyltransferase,Dianthus caryophyllus anthranilate-N-hydroxycinnamoyl/benzoyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Capsicum annuum hydroxycinnamoyl-CoA: serotonin N-(hydroxycinnamoyl)transferase,Capsicum annuum hydroxycinnamoyl-CoA: serotonin N-(hydroxycinnamoyl)transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,1,core_transition_anchor_plus_atlas_match,1,PSI,photosystem I electron diversion,0.55,bipyridyliums;paraquat/diquat-like redox cyclers,22,sequestration;reduced_translocation;antioxidant_response,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Petunia hybrida acyltransferase,Petunia hybrida acyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
hydroxycinnamoyl-CoA:agmatine coumaroyltransferase,hydroxycinnamoyl-CoA:agmatine coumaroyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
agmatine p-coumaroyltransferase isoform,agmatine p-coumaroyltransferase isoform,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Hydroxycinnamoyl-CoA:malic acid hydroxycinnamoyl transferase 2,Hydroxycinnamoyl-CoA:malic acid hydroxycinnamoyl transferase 2,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Hydroxycinnamoyl-CoA: tetrahydroxyhexanedioic acid hydroxycinnamoyl transferase,Hydroxycinnamoyl-CoA: tetrahydroxyhexanedioic acid hydroxycinnamoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
hydroxycinnamoyl-CoA quinate transferase,hydroxycinnamoyl-CoA quinate transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Rosmarinic Acid Synthase; hydroxycinnamoyl-CoA:hydroxyphenyllactate hydroxycinnamoyltransferase,Rosmarinic Acid Synthase; hydroxycinnamoyl-CoA:hydroxyphenyllactate hydroxycinnamoyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
hydroxycinnamoyl-CoA:hydroxyphenyllactate hydroxycinnamoyltransferase,hydroxycinnamoyl-CoA:hydroxyphenyllactate hydroxycinnamoyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Alcohol acyltransferase 1,Alcohol acyltransferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Arabidopsis thaliana acyltransferase,Arabidopsis thaliana acyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,1,core_transition_anchor_plus_atlas_match,1,PSI,photosystem I electron diversion,0.55,bipyridyliums;paraquat/diquat-like redox cyclers,22,sequestration;reduced_translocation;antioxidant_response,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Capsaicin synthase,Capsaicin synthase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Defective Pollen Wall 2,Defective Pollen Wall 2,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Cocaine synthase,Cocaine synthase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
coumarin synthase,coumarin synthase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
nan,nan,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Solanum nigrum acylsucrose fructofuranosidase 1,Solanum nigrum acylsucrose fructofuranosidase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Solanum pennellii acylsucrose fructofuranosidase 1,Solanum pennellii acylsucrose fructofuranosidase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
fatty Ï‰-hydroxyacid/fatty alcohol hydroxycinnamoyl transferase,fatty Ï‰-hydroxyacid/fatty alcohol hydroxycinnamoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
hydroxycinnamoyl-CoA:Ï‰-hydroxyacid/fatty alcohol transferase,hydroxycinnamoyl-CoA:Ï‰-hydroxyacid/fatty alcohol transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Red Clover Hydroxycinnamoyl-Coenzyme A:Malate Hydroxycinnamoyl Transferase,Red Clover Hydroxycinnamoyl-Coenzyme A:Malate Hydroxycinnamoyl Transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
ANTHOCYANIN 3-O-GLUCOSIDE-699-O-ACYLTRANSFERASE,ANTHOCYANIN 3-O-GLUCOSIDE-699-O-ACYLTRANSFERASE,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Carthamus tinctorius Hydroxycinnamoyl Transferase,Carthamus tinctorius Hydroxycinnamoyl Transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Hydroxycinnamoyl-CoA:hydroxyanthranilate N-hydroxycinnamoyl transferase,Hydroxycinnamoyl-CoA:hydroxyanthranilate N-hydroxycinnamoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
shikonin O-acyltransferase,shikonin O-acyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Feruloyl-CoA monolignol transferase,Feruloyl-CoA monolignol transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Linamarase,Linamarase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Î²-L-ODAP synthase,Î²-L-ODAP synthase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
THAA2,THAA2,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
DEFECTIVE IN CUTICULAR RIDGES,DEFECTIVE IN CUTICULAR RIDGES,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
"hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6-O-hydroxycinnamoyltransferase","hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6-O-hydroxycinnamoyltransferase",BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Serine hydroxymethyltransferase,Serine hydroxymethyltransferase,Aminotransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Enhanced Pseudomonas Susceptibility 1,Enhanced Pseudomonas Susceptibility 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Spermidine hydroxycinnamoyl transferase,Spermidine hydroxycinnamoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Arabidopsis thaliana Spermidine Hydroxycinnamoyl Transferase,Arabidopsis thaliana Spermidine Hydroxycinnamoyl Transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,1,core_transition_anchor_plus_atlas_match,1,PSI,photosystem I electron diversion,0.55,bipyridyliums;paraquat/diquat-like redox cyclers,22,sequestration;reduced_translocation;antioxidant_response,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Arabidopsis thaliana Spermidine Dicoumaroyl Transferase,Arabidopsis thaliana Spermidine Dicoumaroyl Transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,1,core_transition_anchor_plus_atlas_match,1,PSI,photosystem I electron diversion,0.55,bipyridyliums;paraquat/diquat-like redox cyclers,22,sequestration;reduced_translocation;antioxidant_response,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Putrescine Hydroxycinnamoyl Transferase,Putrescine Hydroxycinnamoyl Transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Acetyl-Coenzyme A Geraniol/Citronellol Acetyltransferase; Acetyl-Coenzyme A:geraniol acetyltransferase,Acetyl-Coenzyme A Geraniol/Citronellol Acetyltransferase; Acetyl-Coenzyme A:geraniol acetyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
grow fast on cytokinins 1,grow fast on cytokinins 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Chicoric acid synthase,Chicoric acid synthase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Deficient in Cutin Ferulate,Deficient in Cutin Ferulate,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
