enzyme_key,enzyme_name,enzyme_family,stage_assigned,target_class,critical_transition_score,criticality_score_formula,ml_anchor_probability,anchor_score,known_target_label,high_confidence_known_target_label,high_confidence_target_basis,herbicide_target_match,herbicide_target_family,herbicide_site_of_action,herbicide_target_score,known_inhibitor_classes,wssa_group,resistance_risks,pathway_essentiality_score,kinetic_evidence_score,structure_score,crop_selectivity_margin,natural_inhibitor_evidence_score,uncertainty_penalty,trajectory_curvature_max,trajectory_critical_t,source_evidence,evidence_class
1-O-hydroxycinnamoyl-Î²-glucose:amaranthin O-hydroxycinnamoyltransferase,1-O-hydroxycinnamoyl-Î²-glucose:amaranthin O-hydroxycinnamoyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
hydroxycinnamoyl-CoA:piscidic acid hydroxycinnamoyltransferase,hydroxycinnamoyl-CoA:piscidic acid hydroxycinnamoyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
spermidine coumaroyl CoA acyltransferase,spermidine coumaroyl CoA acyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Coumaroyl-CoA:shikimic acid hydroxycinnamoyltransferase; Hydroxycinnamoyltransferase,Coumaroyl-CoA:shikimic acid hydroxycinnamoyltransferase; Hydroxycinnamoyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
soyasaponin acetyltransferase,soyasaponin acetyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
soyasaponin acetyltransferase-1,soyasaponin acetyltransferase-1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
BAHD acyltransferase clade A (IV),BAHD acyltransferase clade A (IV),BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
BAHD acyltransferase clade A (I),BAHD acyltransferase clade A (I),BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
BAHD acyltransferase clade A (III),BAHD acyltransferase clade A (III),BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
N-hydroxycinnamoyl/benzoyltransferase-like,N-hydroxycinnamoyl/benzoyltransferase-like,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
"gentian 5-O-glucoside-6""-O-acyltransferase (5AT)","gentian 5-O-glucoside-6""-O-acyltransferase (5AT)",BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Solanum nigrum acylsugar acyltransferase 1,Solanum nigrum acylsugar acyltransferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Solanum nigrum acylglucose acyltransferase 1,Solanum nigrum acylglucose acyltransferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Anthocyanin 5-aromatic acyltransferase,Anthocyanin 5-aromatic acyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
p-hydroxybenzoyl-CoA monolignol transferase,p-hydroxybenzoyl-CoA monolignol transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
fatty x-hydroxyacid/fatty alcohol hydroxycinnamoyl transferase,fatty x-hydroxyacid/fatty alcohol hydroxycinnamoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
hydroxycinnamoyl CoA:x-hydroxyacid O-hydroxycinnamoyl transferase,hydroxycinnamoyl CoA:x-hydroxyacid O-hydroxycinnamoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Anthraniloyl-CoA:methanol acyltransferase,Anthraniloyl-CoA:methanol acyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
p-Coumaroyl-CoA:arabinose transferase,p-Coumaroyl-CoA:arabinose transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
p-coumaroyl coenzyme A transferase,p-coumaroyl coenzyme A transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Acyltransferase involved in mannosylerythritol lipids formation,Acyltransferase involved in mannosylerythritol lipids formation,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
"malonyl-CoA:anthocyanidin 3-O-glucoside-3',6'-O-dimalonyltransferase","malonyl-CoA:anthocyanidin 3-O-glucoside-3',6'-O-dimalonyltransferase",BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
malonyl-CoA:anthocyanidin 3-O-glucoside-6'-O-malonyltransferase homolog,malonyl-CoA:anthocyanidin 3-O-glucoside-6'-O-malonyltransferase homolog,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Alcohol acyltransferase AAT1,Alcohol acyltransferase AAT1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
3Î²-tigloyloxytropane synthase S40T-F46I mutant,3Î²-tigloyloxytropane synthase S40T-F46I mutant,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
BRASSINOSTEROID INACTIVATOR1,BRASSINOSTEROID INACTIVATOR1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
malonyl-CoA:anthocyanidin 3-O-glucoside-6'-O-malonyltransferase,malonyl-CoA:anthocyanidin 3-O-glucoside-6'-O-malonyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
BODYGUARD,BODYGUARD,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
curcuminoid synthase,curcuminoid synthase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
tetracoumaroyl spermine synthase,tetracoumaroyl spermine synthase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
3Î²-tigloyloxytropane synthase F46I mutant,3Î²-tigloyloxytropane synthase F46I mutant,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
3Î²-tigloyloxytropane synthase S40T mutant,3Î²-tigloyloxytropane synthase S40T mutant,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
acetovanillone synthase,acetovanillone synthase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
BRASSINOSTEROID INACTIVATOR2,BRASSINOSTEROID INACTIVATOR2,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
3Î²-tigloyloxytropane synthase,3Î²-tigloyloxytropane synthase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Î²-ODAP synthetase,Î²-ODAP synthetase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Î²-ODAP synthase,Î²-ODAP synthase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
BR-RELATED ACYLTRANSFERASE1,BR-RELATED ACYLTRANSFERASE1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Acylsugar acyltransferase 1 homolog,Acylsugar acyltransferase 1 homolog,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Acylsugar acyltransferase 4 homolog,Acylsugar acyltransferase 4 homolog,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Acylsugar acyltransferase 3 homolog,Acylsugar acyltransferase 3 homolog,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Triacylinositol acetyltransferase,Triacylinositol acetyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Arabidopsis thaliana hydroxycinnamoyl transferase,Arabidopsis thaliana hydroxycinnamoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,1,core_transition_anchor_plus_atlas_match,1,PSI,photosystem I electron diversion,0.55,bipyridyliums;paraquat/diquat-like redox cyclers,22,sequestration;reduced_translocation;antioxidant_response,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Medicago truncatula hydroxycinnamoyl transferase,Medicago truncatula hydroxycinnamoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,1,core_transition_anchor_plus_atlas_match,1,Oxidative stress enzymes,SOD/CAT/POD/peroxidase antioxidant stress response,0.55,redox_active_phytochemicals;photosensitizers;quinone_like,stress_response_modifier,antioxidant_upregulation;metabolic_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Petunia hybrida hydroxycinnamoyl transferase,Petunia hybrida hydroxycinnamoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Nicotiana tabacum hydroxycinnamoyl transferase,Nicotiana tabacum hydroxycinnamoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
GH169,GH169,GH,germination,carbohydrate_active_enzyme,0.55672457366219,0.41542834322481215,0.9200577376440183,1,1,0,not_high_confidence,1,Tubulin/microtubule,microtubule assembly / tubulin polymerization,0.1,dinitroanilines,3,tubulin_target_site_mutation;application_escape,0.9,0.0,0.0,0.73,0.0,0.34408326267991346,19.473190206660256,0.09090909090909091,CAZy,real_evidence_plus_model_inference
BAHD acyltransferase,BAHD acyltransferase,BAHD acyltransferase,cell_wall_secondary_growth,phenylpropanoid_acylation,0.5315207402504087,0.3942,0.8846312151800313,1,1,0,not_high_confidence,1,CAZy/cell wall,cell wall carbohydrate metabolism / cellulose-associated enzymes,0.1,cell_wall_synthesis_inhibitors;glycosidase_inhibitor_like,20/unknown,pathway_bypass;reduced_uptake,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,7.373597112913975,0.8181818181818182,curated_families,real_evidence_plus_model_inference
ribulose bisphosphate carboxylase oxygenase,ribulose bisphosphate carboxylase oxygenase,RuBisCO,vegetative_expansion,carbon_fixation,0.5013933318314604,0.3762,0.8233190422552158,1,1,1,core_transition_anchor_plus_atlas_match,1,ACCase,acetyl-CoA carboxylase,0.65,aryloxyphenoxypropionates/fops;cyclohexanediones/dims;phenylpyrazolines/dens,1,target_site_mutation;enhanced_metabolism,0.9,0.0,0.0,0.48,0.0,0.41000000000000003,16.29974545678504,0.36363636363636365,weed_assignment,real_evidence_plus_model_inference
